ParlaMint-BE_2014-10-15-54-plenair-ip009x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u52	[[01.42 Denis Ducarme (MR):]] Vous savez, nous pouvons avoir un certain nombre de désaccords. C'est le jeu politique qui le veut. Nous allons connaître probablement des tensions. Nos arguments seront sans doute opposés, et nos attitudes franches. Cela dit, je réitère l'appel que nous avons lancé hier à la nécessité de dignité dans nos débats. Dès lors qu'un président de parti dit cela, je pense que c'est tirer la politique vers le bas, c'est tirer ce parlement vers le bas, c'est tirer tout le pays vers le bas. Bien entendu, nous serons fermes et nous vous répondrons, mais il y a des limites que nous ne franchirons pas. Sur le plan budgétaire, pour revenir à des choses plus relevées - si vous le permettez, monsieur Lutgen -, le gouvernement a opéré des choix. Cet effort de compétitivité était impossible sans l'assouplissement de la trajectoire budgétaire jusqu'en 2018. Le gouvernement le défendra devant la Commission. Cela ne devrait pas poser de problème, parce que celle-ci verra que nous produisons enfin les réformes structurelles qui s'imposent. Ce n'est donc pas seulement un budget pour un an; il s'agit d'une feuille de route pour cinq ans, sans augmentation généralisée… (…): (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u53	[[01.43 Denis Ducarme (MR):]] Vous allez les avoir, les chiffres! Vous ne les aurez jamais obtenus aussi rapidement! C'est donc une feuille de route pour cinq ans, sans augmentation généralisée de la TVA, sans taxation des loyers, sans cotisation de crise. Madame Onkelinx, je vous ai bien écoutée, j'ai pris des notes précises. C'est un délice de vous entendre à cette tribune; je n'en manquerais pas un soupçon! Vous nous indiquiez que ce gouvernement de droite … Non! Il est de centre-droit. Nous sommes des libéraux! Qu'essayez-vous de faire avec vos caricatures, telle la sortie de votre président de parti sur "l'ultradroite"? Vous essayez de faire peur aux gens, madame Onkelinx. Vos caricatures tirent l'analyse politique vers le bas. Essayons, s'il vous plaît, d'aller au-delà de cela! Oui, la charge sur le capital augmente avec ce gouvernement de centre-droit. Oui, il y aura une fiscalité plus importante sur les opérations boursières et sur les banques. Nous sommes de centre-droit et, pourtant, nous avons opté pour ces mesures. Voilà les réalités de cet accord de gouvernement. S'il vous plaît, arrêtez vos caricatures en la matière!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u54	[[01.44 Laurette Onkelinx (PS):]] Monsieur le président, je voudrais poser une question d'ordre technique à M. Ducarme. Vous dites que le gouvernement de centre-droit que vous êtes – bizarre, vous teniez déjà ces propos sous l'ancienne législature, mais nous ne sommes pas à une contradiction près – prévoit une importante intervention sur le capital. Pouvez-vous me donner le chiffre à atteindre, dans le cadre de la trajectoire que s'est fixé ce gouvernement, en ce compris les initiatives nouvelles, pour aboutir à l'équilibre? Pouvez-vous me communiquer les pourcentages en termes de dépenses et de recettes?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u55	[[01.45 Hervé Jamar, ministre:]] Monsieur le président, j'observe que ce sont ceux qui sont assis qui parlent le plus et non ceux qui sont debout.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u56	[[01.46 Minister Kris Peeters:]] Mijnheer de voorzitter, ik wil graag een antwoord bieden aan mevrouw Onkelinx. Het gaat over 11 miljard om een evenwicht te bereiken in 2018 en een verhouding die ook op andere niveaus is toegepast, namelijk 70 % aan de uitgavenzijde en 30 % aan de inkomstenzijde. Het gaat om exact 74 % aan de uitgavenzijde en 26 % aan de inkomstenzijde, nieuw beleid incluis.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u57	[[01.47 Denis Ducarme (MR):]] Voici les précisions qui vous ont été apportées, madame Onkelinx! Vous affirmiez que nous nous disions déjà de centre-droit durant la dernière législature. Il est vrai que votre opposition se marque nettement plus à gauche que lorsque vous étiez en responsabilité.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u58	[[01.48 Laurette Onkelinx (PS):]] Vous êtes en train de débiter de grandes phrases, mais vous n'êtes pas capable de justifier techniquement la moindre phrase que vous prononcez.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u59	[[01.49 Denis Ducarme (MR):]] Voilà! C'est pour cela que le gouvernement est aussi présent. Ce n'est pas parce que je ne suis pas capable de vous apporter des précisions techniques, mais simplement parce que c'est son rôle. Tout à l'heure, le ministre du Budget s'est exprimé et vous ne l'avez même pas écouté; vous l'interrompiez constamment. Nous continuons donc dans un schéma assez comparable à celui d'hier. J'ai l'impression qu'en termes de grandes phrases, madame Onkelinx, j'ai encore beaucoup à apprendre de vous. Beaucoup!
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u60	[[01.50 Laurette Onkelinx (PS):]] (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u61	[[01.51 Denis Ducarme (MR):]] Vous dites que vous avez répondu précisément? Nous pourrons repasser l'enregistrement, si vous voulez. Franchement, vous parliez de platitude? Je vous ai entendue tout à l'heure: tout ce qui transparaît dans votre discours, madame Onkelinx, c'est une rancœur, la rancœur de vous trouver sur les bancs de l'opposition. Madame Onkelinx, vous avez mal et je comprends, car vous avez été ministre très longtemps. Il fallait bien que cela s'arrête à un moment: l'alternance a ses droits. Dans notre pays, le Parti Socialiste n'a pas à rester au pouvoir durant 25, 50 ans ou un siècle. Madame Onkelinx, vous vous êtes vue, hier? Vous avez eu l'occasion d'observer comment vous réagissiez? Si cela n'est pas de la rancœur, de quoi s'agit-il? Le problème est que vous avez oublié ce que c'était d'être dans l'opposition! Et vous avez sans doute particulièrement oublié ce que c'était que de mener une opposition digne. C'est là qu'est le problème! Cinq ans de projets, cinq ans de stabilité, cinq ans sans le chaos, monsieur Lutgen – chaos que vous avez sans doute voulu au sein de votre formation politique –, cinq ans pour redresser notre économie, pour diminuer la pression fiscale. Bref, cinq ans pour travailler, pour donner de l'air à notre pays, pour rassembler les Belges. En effet, depuis un certain nombre de semaines, on a parfois le sentiment qu'on voudrait les dresser les uns contre les autres. Nous sommes au Parlement belge pour essayer de rassembler les Belges autour d'un projet partagé. (…): (…)
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u62	[[01.52 Denis Ducarme (MR):]] Oui, nous avons des projets et ces projets, nous les réaliserons. Vous serez là pour en discuter avec nous mais nous allons, madame Onkelinx, tracer notre route. Nous allons passer aux actes. Nous allons atteindre notre objectif. Vous serez là, je l'espère, ainsi qu'un certain nombre de partis de l'opposition, plus dignes que M. Lutgen ne l'a été aujourd'hui! Plus dignes que le Parti Socialiste ne l'a été hier! Au-delà de ces éléments fondamentaux liés à la création d'emplois, liés au fait de préserver la sécurité sociale, nous avons également pu engranger, au niveau du Mouvement réformateur, un certain nombre de propositions que nous avions formulées dans le cadre des élections de mai. Oui, nous avons obtenu de nombreux éléments. Je ne pourrai pas tous les citer. Je reprendrai tout de même le déplafonnement du travail autorisé, l'égalisation des pensions pour les indépendants. Ils sont importants pour nous. Quand je vous entendais tout à l'heure, madame Onkelinx, j'avais le sentiment que vous ne les appréciez pas toujours! Mais ces indépendants créent la richesse dans notre pays et, naturellement, nous veillerons, dans le cadre de ces accords de gouvernement, à rencontrer ce sur quoi nous nous sommes engagés. Nous veillerons également à libéraliser les heures supplémentaires, le télétravail, le compte épargne-temps. En matière de Justice et d'Économie, nous avons également rencontré quelques propositions importantes que nous avions faites dans le cadre de la campagne électorale. Plusieurs collègues pourront les détailler. Nous continuerons à nous engager sur un certain nombre de dossiers, qui sont chers au cœur des réformateurs. Voilà des années que nous proposions de mettre en place le service minimum dans les prisons, au niveau de la SNCB! Tout cela va pouvoir, enfin, se concrétiser parce que nous ne serons plus bloqués, comme nous l'avons été pendant trop longtemps! Nous continuerons évidemment à nous engager en matière d'asile, de maîtrise de l'immigration. Nous veillerons à assurer, comme nous nous y sommes engagés, la tranquillité des Bruxellois. Nous voulons une solution pour les riverains autour de l'aéroport de Bruxelles-National. Nous nous y étions engagés pendant la campagne électorale. Nous l'obtenons! Le droit de vote des étrangers pour toutes les élections, nous l'obtenons! Une lutte active contre le radicalisme, nous l'obtenons! Une véritable politique en faveur des victimes, nous l'obtenons! L'équilibre linguistique au niveau de la Défense nationale figure également dans l'accord, ainsi que le Conseil national de sécurité, la lutte contre le dumping social, un plan contre la pauvreté. Nous avons eu à cœur, dans le cadre de l'ensemble des négociations avec cette majorité, de construire vraiment un certain nombre d'objectifs, aujourd'hui communs, qui sont essentiels pour notre pays. L'ensemble de ces engagements, l'ensemble de nos pas - cela a été dit et doit être répété -, nous veillerons à les faire, autant que possible, dans un esprit de concertation sociale. Nous voulons, dans le cadre de ces négociations de concertation sociale, associer pleinement les acteurs. Nous voulons rassembler les Belges. Nous souhaitons vraiment, compte tenu de la responsabilité de ce parlement, que le débat puisse s'élever, qu'il s'élève un peu plus haut qu'hier! Nous argumenterons. Nous discuterons. De notre côté, vous verrez que nous entendons continuer malgré tout, malgré vous, à porter, à élever ce parlement, à élever la politique. Depuis deux jours, la pleine démonstration est en effet faite que nous devons davantage élever la politique que ce que vous avez pu faire. Mon groupe assumera pleinement ses responsabilités, soutiendra ce gouvernement, lui accordera sa confiance. C'est une nécessité! Je vous remercie.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u63	[[01.53 Kristof Calvo (Ecolo-Groen):]] Collega’s, vandaag zullen wij het over veel dingen oneens zijn, maar over één punt kunnen wij het misschien wel eens zijn: de beste besparing die deze regering heeft gedaan, is de heer Ducarme geen minister te maken van dit land. Dit debat verdient alle ruimte. Mijnheer de eerste minister, gisteren hebben wij een start in mineur gekend. Dat is vervelend en geeft niet meteen het meest fraaie beeld van de politiek. Vandaag zijn wij aardig op weg om het beter te doen. Eerst en vooral wil ik u feliciteren. Wij hebben u vandaag nog niet veel gehoord, maar u staat op het punt om helemaal de eerste minister te zijn van dit land. Dat is de jongste jaren wat uitgegroeid tot een knelpuntberoep. Heel vreemd, want het is eigenlijk een prachtige baan, een geweldige uitdaging. Als men naar het land kijkt, ziet men dat het een land is met heel veel problemen en uitdagingen, met een aantal dossiers die dringend moeten worden aangepakt, maar ook met heel veel potentieel, met heel veel ondernemerschap en creativiteit, een land van 870 000 kmo’s, een land van jaarlijks 30 000 starters, een land waar heel veel mensen voor elkaar zorgen en waar wij een kwaliteitsvolle gezondheidszorg kennen. Eén op tien van onze landgenoten zorgt voor een ander, is mantelzorger; 175 000 verpleegkundigen werken elke dag in onze ziekenhuizen hun rug krom voor anderen. Het is ook een land waar mensen zich inzetten voor een sterke publieke dienstverlening. Neem bijvoorbeeld de 20 000 werknemers van de NMBS voor de maar liefst 221 miljoen reizigers jaarlijks op onze treinen, hoewel die vaak absoluut niet aangenaam zijn. Dit is ook een land vol jonge mensen met ambitie op zoek naar hoop en perspectief. Het is het land waar mijn grootouders in 1960 vanuit Spanje naartoe gekomen zijn, omdat ze wisten dat dit land heel veel perspectief bood en heel veel mogelijkheden had: een land van kansen en verantwoordelijkheden, een land waar men een toekomst kan uitbouwen, wat heel veel mensen in dit land willen doen. Het is een land dat soms worstelt met zijn verleden; dat hebben wij gisteren gezien, het worstelt met de donkerste pagina’s uit zijn geschiedenis. Ik denk dat elk lid van deze regering elke kans die hij krijgt om duidelijk afstand te nemen van die zwarte pagina in de geschiedenis moet aangrijpen. Het is een land dat af en toe worstelt met zijn verleden, en sommige collega’s sturen daarop aan, maar het is vooral een land dat ongelooflijk veel troeven heeft voor de toekomst en het veel beter kan doen dan vandaag. Dat is onze overtuiging. Het is met die houding dat wij het regeerakkoord hebben geanalyseerd. Het is met het geloof dat dit land beter, anders, socialer en groener kan dat wij naar het regeerakkoord hebben gekeken. Wij hebben dat op onze manier gedaan. Wij hebben het regeerakkoord maandag hoofdstuk per hoofdstuk geanalyseerd. Wij hebben de positieve en de negatieve punten genoemd. Dat is hoe de Ecolo-Groenfractie de komende jaren oppositie wil voeren. Mijnheer de eerste minister, wij hebben u vandaag nog niet vaak gehoord. Het is trouwens heel bizar dat wij ook de voorstelling van uw regeerakkoord niet hebben meegemaakt. Er is geen voorstelling van het regeerakkoord van deze regering geweest. Dat is heel vreemd, maar wij hebben alvast ons huiswerk op onze manier gemaakt, op de manier waarop wij dat de komende jaren ook willen doen, vanuit een overtuiging dat dit land beter, groener en socialer kan. Ik geef toe dat het regeerakkoord een aantal positieve punten bevat, met name de uitbreiding van de opleiding voor werknemers, de aanpassingen van mevrouw De Block inzake de ziekenhuisfinanciering en het ziekenhuislandschap, en de inspanningen inzake de eerste drie werknemers. De keuze in dit regeerakkoord is echter wel heel duidelijk. De keuze is onevenwichtig en onrechtvaardig en getuigt van geen enkele ambitie inzake milieu en gezondheid. Dat is de keuze die voor onze fractie vandaag al heel duidelijk is. Het is ook een heel duidelijke keuze voor een ander maatschappijmodel, weg van het Rijnlands model, waarover recent nog een topchristendemocraat een boek heeft geschreven. Het is een uitgesproken stap naar een Angelsaksisch model, waar burgers steeds vaker worden gereduceerd tot klanten, waar mensen tegen elkaar worden opgezet, waar er sprake is van oppervlakkigheid en geslotenheid – ik verwijs naar het hoofdstuk Asiel en migratie – en waarin falen, ziekte en werkloosheid “eigen schuld, dikke bult” zijn. Ik stel vast dat deze regering er ook een is van dogma’s en symbolen. Dat is heel vreemd, want de wereld verandert en er worden ongelooflijk veel boeiende dingen geschreven. Ik heb een boek bij van de heer Van Overtveldt. Ik weet niet in welk jaar het is verschenen; het is reeds een tijdje geleden, want het is ondertussen reeds te vinden bij De Slegte. Het gaat over de School van Chicago. Beste vrienden, de School van Chicago is toe, dood en versleten. Vandaag zijn er Wilkinson, Piketty, Stiglitz en dichter bij ons Paul De Grauwe. Pak die dingen vast in plaats van te blijven steken in de dogma’s en oude recepten uit het verleden.
