Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID
BG	parliamentaryGroup	parliamentaryGroup.ABV	ABV	Parliamentary Group: Alternative for Bulgarian Revival	2014-10-27	2017-01-26	Centre-left	https://en.wikipedia.org/wiki/Alternative_for_Bulgarian_Revival	-
BG	parliamentaryGroup	parliamentaryGroup.RB	RB	Parliamentary Group: Reformist Bloc	2014-10-27	2017-01-26	Centre-right	https://en.wikipedia.org/wiki/Reformist_Bloc	-
BG	parliamentaryGroup	parliamentaryGroup.PF	PF	Parliamentary Group: Patriotic Front	2014-10-27	2017-01-26	Right	https://en.wikipedia.org/wiki/Patriotic_Front_(Bulgaria,_2014)	-
BG	parliamentaryGroup	parliamentaryGroup.VOLYA	VOLYA	Parliamentary Group: Volya	2017-04-15	2021-03-26	Right to far-right	https://en.wikipedia.org/wiki/Volya_Movement	-
BG	parliamentaryGroup	parliamentaryGroup.RP	RP	Parliamentary Group: Revival Party	2021-12-03	-	Far-right	https://en.wikipedia.org/wiki/Revival_(Bulgarian_politicalParty)	-
BG	politicalParty	party.GERB	GERB	Grazhdani za evropeysko razvitie na Balgariya	2006-12-03	-	Centre-right	https://en.wikipedia.org/wiki/GERB	GERB
BG	politicalParty	party.BSP	БСП	Bulgarian Socialist Party	1891-07-20	-	Centre-left	https://en.wikipedia.org/wiki/Bulgarian_Socialist_Party	BSP
BG	politicalParty	party.KPB	КПБ	Communist Party of Bulgaria	1996	-	Far-left	https://en.wikipedia.org/wiki/Communist_Party_of_Bulgaria	-
BG	politicalParty	party.ZS	ZS „Aleksandar Stamboliyski“	Agrarian Union "Aleksandar Stamboliyski"	1993	-	Centre-left	https://en.wikipedia.org/wiki/Agrarian_Union_"Aleksandar_Stamboliyski"	-
BG	politicalParty	party.NZ	NZ	New Dawn	1996-03	-	Far-right	https://en.wikipedia.org/wiki/Bulgarian_National_Union_%E2%80%93_New_Democracy	-
BG	ngo	party.EKO	EKO	Ecoglasnost	1989-04-11	-	-	https://en.wikipedia.org/wiki/Ecoglasnost	-
BG	politicalParty	party.DPS	DPS	Movement for Rights and Freedoms	1990-01-04	-	Centre	https://en.wikipedia.org/wiki/Movement_for_Rights_and_Freedoms	DPS
BG	politicalParty	party.VMRO	VMRO–BND	IMRO – Bulgarian National Movement	1989	-	Centre to centre-right	https://en.wikipedia.org/wiki/IMRO_%E2%80%93_Bulgarian_National_Movement	KSII VMRO-BND
BG	politicalParty	party.FRONT	NFSB	National Front for the Salvation of Bulgaria	2011-05-17	-	Right to far-right	https://en.wikipedia.org/wiki/National_Front_for_the_Salvation_of_Bulgaria	NFSB
BG	politicalParty	party.ATAKA	Ataka	Attack	2005-04-17	-	Far-right	https://en.wikipedia.org/wiki/Attack_(politicalParty)	NOA ATAKA Ataka
BG	politicalParty	party.VOLYA	VOLYa	Volya Movement	2007-07-15	-	Right to far-right	https://en.wikipedia.org/wiki/Volya_Movement	Volya
BG	politicalParty	party.ABV	ABV	Alternative for Bulgarian Revival	2014	-	Centre-left	https://en.wikipedia.org/wiki/Alternative_for_Bulgarian_Revival	ABV
BG	politicalParty	party.BGUn	PBG	Reload Bulgaria	2014	-	Centre-right	https://en.wikipedia.org/wiki/Reload_Bulgaria	-
BG	politicalParty	party.RB	RB	Reformist Bloc	2013	-	Centre-right	https://en.wikipedia.org/wiki/Reformist_Bloc	-
BG	politicalParty	party.PF	PF	Patriotic Front	2014	-	Right	https://en.wikipedia.org/wiki/Patriotic_Front_(Bulgaria)	-
BG	politicalParty	party.ITN	ITN	There is Such a People	2020-02-16	-	-	https://en.wikipedia.org/wiki/There_is_Such_a_People	-
BG	politicalParty	party.RUTO	RUTO	Rise up! Thugs out!	2021-02-07	2021-07-20	Centre-left	https://en.wikipedia.org/wiki/Stand_Up.BG!_We_are_coming!	-
BG	politicalParty	party.DABG	DABG	Yes, Bulgaria!	2017-01-07	-	Centre to centre-right	https://en.wikipedia.org/wiki/Yes,_Bulgaria!	-
BG	politicalParty	party.DSB	DSB	Democrats for a Strong Bulgaria	2004-05-30	-	Centre-right to right	https://en.wikipedia.org/wiki/Democrats_for_a_Strong_Bulgaria	-
BG	politicalParty	party.GrMov	GrMov	Green Movement	2004-05-30	-	Centre	https://en.wikipedia.org/wiki/Green_Movement_(Bulgaria)	-
BG	politicalParty	party.WCC	WCC	We Continue the Change	2022-04-15	-	Centre	https://en.wikipedia.org/wiki/We_Continue_the_Change	-
CZ	republic	republic.CZ	CZ	The Czech Republic	1993-01-01	-	-	-	-
CZ	government	government.VladaCR	VládaČR	Government of the Czech Republic	-	-	-	-	-
CZ	parliament	chamberOfNations.FSSN	FSSN	Chamber of the Nations	-	-	-	-	-
CZ	parliament	chamberOfPeople.FSSL	FSSL	Chamber of the People	-	-	-	-	-
CZ	parliament	nationalCouncil.CNR	CNR	Czech National Council	-	-	-	-	-
CZ	parliament	parliament.PSP	PSP	Chamber of Deputies	-	-	-	-	-
CZ	parliament	senate.SE	SE	Senate	-	-	-	-	-
CZ	parliament	senate.SE14	SE14	Senát	2022-09-24	-	-	-	-
CZ	boardOfDirectors	boardOfGovernors.SRVZP.438	SRVZP	The Board of Directors of the General Health Insurance Company of the Czech Republic	1992-01-01	-	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DZVZP.439	DZVZP	The Supervisory Board of the General Health Insurance Company of the Czech Republic	1992-01-01	2001-01-01	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRPF.441	DRPF	The Supervisory Board of the Land Fund of the Czech Republic	1993-01-01	2013-01-01	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRSFDI.476	DRSFDI	The Supervisory Board of the State Fund of Transport Infrastructure	2000-06-27	-	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRSZIF.480	DR SZIF	The Supervisory Board of the State Agricultural Intervention Fund	2000-07-19	-	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRSFRB.481	DR SFRB	The Supervisory Board of the State Fund for Support of Investments	2000-07-21	-	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRCKA.577	DR ČKA	The Supervisory Board of the Czech Consolidation Agency	2001-09-01	2007-12-31	-	-	-
CZ	supervisoryBoard	boardOfTrustees.DRVF.580	DR VF	The Supervisory Board of the Viticultural Fund	2002-03-27	-	-	-	-
CZ	commission	commission.SKBA	SKBA	Permanent Commission on Banking	-	-	-	-	-
CZ	commission	commission.SKPKPS	SKPKPS	Standing Commission on the Activities of the Office of the Chamber of Deputies	-	-	-	-	-
CZ	commission	commission.SKSP	SKSP	Permanent Commission on Media	-	-	-	-	-
CZ	commission	commission.SKPO	SKPO	Permanent Commission for oversight of the employment of Operational Technique	-	-	-	-	-
CZ	commission	commission.SKBIS	SKBIS	Standing Commission on Oversight over the work of the Security Information Service	-	-	-	-	-
CZ	commission	commission.SKVY.24	SKVY	Standing Commission on State Decorations	1995-02-07	1996-06-06	-	-	-
CZ	commission	commission.VK	VK	Electoral Commission of the Chamber of Deputies	-	-	-	-	-
CZ	commission	commission.VKKB.59	VKKB	Commission of Enquiry on KrB a.s. Pilsen	1996-10-08	1998-06-19	-	-	-
CZ	commission	commission.SKVOZ	SKVO	Permanent Commission for oversight of the Military Intelligence activities	-	-	-	-	-
CZ	commission	commission.VKOK.60	VKOK	Commission of Enquiry on the Organised Crime Profusion to the Public Sphere	1998-04-02	1998-06-19	-	-	-
CZ	commission	commission.VKTC.220	VKTC	Commission of Enquiry on the Activities of the Regional Transplantation Center in Ostrava Hospital	1999-06-08	2001-06-30	-	-	-
CZ	commission	commission.DKDR.449	DKDR	Temporary commission for pensionary reformation	2000-05-30	2001-12-31	-	-	-
CZ	commission	commission.VKIPB.478	VK IPB	Commission of Enquiry on the State-made decisions on IPB	2000-07-04	2001-06-30	-	-	-
CZ	commission	commission.SKRRP	SKRRP	Standing Commission on Family Issues, Equal Opportunities and Minorities	-	-	-	-	-
CZ	commission	commission.DKOU.720	DKOU	Temopary commission on the Constitution	2003-04-18	2006-06-15	-	-	-
CZ	commission	commission.VKD47	VKD47	Commission of Enquiry on Potential Misconduct in Relation to D47 Highway Construction	-	-	-	-	-
CZ	commission	commission.VKCME.723	VKCME	Investigative Commission for CME vs. Czech Republic	2003-05-21	2005-02-28	-	-	-
CZ	commission	commission.VKPSZRV.742	VKPSZRV	Commission of Enquiry on the role of the Goverment, Private Sector and Other Entities in the of Reconstruction and Privatisation of Chemical Industry	2005-10-11	2006-06-15	-	-	-
CZ	commission	commission.SKNBU	SKNBÚ	Standing Commission on Oversight over the work of the National Security Office	-	-	-	-	-
CZ	commission	commission.SKR.809	SKR	Permanent Commission on Family Issues	2006-10-27	2010-06-03	-	-	-
CZ	commission	commission.SKRP.810	SKRP	Permanent Commission on Equal Opportunities	2006-10-27	2010-06-03	-	-	-
CZ	commission	commission.SKKPOTP.811	SKKPOTP	Permanent Commission on Oversight over the employment of Operational Technique	2006-11-08	2010-06-03	-	-	-
CZ	commission	commission.SKVZ	SKVZ	Standing Commission on Oversight over the work of Military Intelligence	-	-	-	-	-
CZ	commission	commission.SKOU.831	SKOÚ	Permanent Commission on the Constitution	2006-12-06	2010-06-03	-	-	-
CZ	commission	commission.VKKPS.862	VKKPS	Commission of Inquiry into the circumstances regarding the public procurement procedure and conclusion of the contract for the delivery of the toll system for cargo motor vehicles above 12 tons between the Czech Republic and Kapsch	2007-02-08	2010-06-03	-	-	-
CZ	commission	commission.DKMSC.924	DKMSC	Temporary Commission for the resolution of the property issues between the State and churches and religious associations	2008-06-13	2010-06-03	-	-	-
CZ	commission	commission.VKNZS.929	VKNZS	Inquiry Commission on investigation of infringements and invasion of private and family life of certain persons carried out in order to promote undue influence on the members of the Parliament of the Czech Republic	2008-09-23	2010-06-03	-	-	-
CZ	commission	commission.DKJUS.936	DKJUS	Temporary Commission for issues related to analysis of independence of current operation and future organization of Czech justice	2009-03-26	2010-06-03	-	-	-
CZ	commission	commission.VKPOZ.937	VKPOZ	Investigation Commission for investigating of progression of organized crime and special interest groups into the operation of public administration authorities	2009-04-01	2010-06-03	-	-	-
CZ	commission	commission.VKNUAT.945	VKNUAT	Investigation Commission for examination of reason and connection with unauthorized conferment of academic degrees at the University of Western Bohemia, School of Law in Pilsen, including investigation of role of Accreditation Commission of Ministry of Education of Czech Republic being responsible for quality control of higher education at public and private universities in Czech Republic	2009-12-09	2010-06-03	-	-	-
CZ	commission	commission.SKKPO	SKKPO	Standing Commission on Telecommunication Interception and Access, Spying and Interference to Electronic communication	-	-	-	-	-
CZ	commission	commission.SKGIBS	SKGIBS	Standing Commission on Activities of the General Inspection of Security Forces	-	-	-	-	-
CZ	commission	commission.RRPNM	SKRRPM	Permanent Commission on Family Issues, Equal Opportunities and Minorities	-	-	-	-	-
CZ	commission	commission.VKOPC.1247	VKOPC	Commission of Enquiry on OpenCard Investigations	2014-03-20	2015-01-23	-	-	-
CZ	commission	commission.SKFAU	SKFAÚ	Standing Commission on Activities of the Financial Analytical Office	-	-	-	-	-
CZ	commission	commission.VKUOOZ.1282	VKÚOOZ	Commission of Enquiry on the Control of Activities of Police Headquarters, Department on Organised Crime and Public Prosecution Office in Olomouc in relation to its restructuring	2016-06-28	2017-10-26	-	-	-
CZ	commission	commission.VKZS.1287	VKZS	Investigatory Commission on Examination of Potential Illegal Data Acquision from Law Inforcement Authorities with Aim to Influence Political Competition	2017-05-24	2017-10-26	-	-	-
CZ	commission	commission.SKCEU	SKCEÚ	Standing Commission on Data Delivery by the Central Evidence of Accounts	-	-	-	-	-
CZ	commission	commission.SKNUKIB	SKNÚKIB	Standing Commission on the Activities of the National Cyber and Information Security Agency	-	-	-	-	-
CZ	commission	commission.SKUCR	SKÚČR	Standing Commission on the Constitution of the Czech Republic	-	-	-	-	-
CZ	commission	commission.VKOKD.1337	VKOKD	Investigatory Commission on OKD	2017-12-12	2021-10-20	-	-	-
CZ	commission	commission.SKUZSI	SKÚZSI	Standing Commission on the Activities of the Office for Foreign Relations and Information	-	-	-	-	-
CZ	commission	commission.DKCOVID.1518	DKCOVID	Dočasná komise pro hodnocení účinnosti vládní pomoci v rámci COVID	2020-06-03	2021-10-20	-	-	-
CZ	commission	commission.SKHH	SKHH	Standing Commission on Hybrid Threats	-	-	-	-	-
CZ	commission	commission.VKBECVA.1531	VKBEČVA	Vyšetřovací komise k ekologické katastrofě na řece Bečvě	2021-04-21	2021-10-20	-	-	-
CZ	committee	committee.BBV	BBV	Committee for Defence and Security	-	-	-	-	-
CZ	committee	committee.HV	HV	Committee on Economic Affairs	-	-	-	-	-
CZ	committee	committee.MIV	MIV	Mandate and Immunity Committee	-	-	-	-	-
CZ	committee	committee.ORGV	ORGV	Steering Committee	-	-	-	-	-
CZ	committee	committee.RV	RV	Committee on the Budget	-	-	-	-	-
CZ	committee	committee.UPV	UPV	Committee on Constitutional and Legal Affairs	-	-	-	-	-
CZ	committee	committee.VSPZ	VSPZ	Committee for Social Policy and Health Care	-	-	-	-	-
CZ	committee	committee.VSRZP	VSRZP	Committee for Public Administration, Regional Development and Environment	-	-	-	-	-
CZ	committee	committee.VVVKM	VVVKM	Committee on Science, Education, Culture, Youth and Sport	-	-	-	-	-
CZ	committee	committee.ZAV	ZAV	Committee on Foreign Affairs	-	-	-	-	-
CZ	committee	committee.ZEV	ZEV	Committee on Agriculture	-	-	-	-	-
CZ	committee	committee.VOB	VOB	Committee for Defence and Security	-	-	-	-	-
CZ	committee	committee.PV	PV	Committee on Petitions	-	-	-	-	-
CZ	committee	committee.VEI	VEI	Committee for European Integration	-	-	-	-	-
CZ	committee	committee.VOV	VOV	Electoral Committee	-	-	-	-	-
CZ	committee	committee.VEZ	VEZ	Committee on European Affairs	-	-	-	-	-
CZ	committee	committee.KV	KV	Committee on Budgetary Control	-	-	-	-	-
CZ	committee	committee.VB	VB	Committee on Security	-	-	-	-	-
CZ	committee	committee.VO	VO	Committee on Defence	-	-	-	-	-
CZ	committee	committee.VSP	VSP	Committee on Social Policy	-	-	-	-	-
CZ	committee	committee.VSR	VSR	Committee on Public Administration and Regional Development	-	-	-	-	-
CZ	committee	committee.VZ	VZ	Committee on Health Care	-	-	-	-	-
CZ	committee	committee.VZP	VŽP	Committee on Environment	-	-	-	-	-
CZ	committee	committee.UPV.1551	ÚPV	Committee on Constitutional and Legal Affairs	2021-11-10	-	-	-	-
CZ	delegation	delegation.EP	EP	Permanent Delegation for Cooperation with the European Parliament	-	-	-	-	-
CZ	delegation	delegation.SDMPU	SDMPU	Permanent Delegation to the Inter-Parliamentary Union	-	-	-	-	-
CZ	delegation	delegation.SDNATO	SDNATO	Permanent Delegation to the NATO Parliamentary Assembly	-	-	-	-	-
CZ	delegation	delegation.SDOBSE	SDOBSE	Permanent Delegation to the Parliamentary Assembly of the OSCE	-	-	-	-	-
CZ	delegation	delegation.SDPSRE	SDPSRE	Permanent Delegation to the Parliamentary Assembly of the Council of Europe	-	-	-	-	-
CZ	delegation	delegation.SDSEI	SDSEI	Permanent Delegation to the Central European Initiative	-	-	-	-	-
CZ	delegation	delegation.SDSZE	SDSZE	Permanent Delegation to the Assembly of Western European Union	-	-	-	-	-
CZ	europeanParliament	europeanParliament.EP	EP	European Parliament	-	-	-	-	-
CZ	institution	institution.RCR.425	RČR	The Czech Radio Council	1992-01-01	-	-	-	-
CZ	institution	institution.RCT	RČT	The Czech Television Council	-	-	-	-	-
CZ	institution	institution.BRCNB.836	BRČNB	The Bank Board of the Czech National Bank	1993-01-01	-	-	-	-
CZ	institution	institution.CSU.839	ČSÚ	The Czech Statistical Office	1993-01-01	-	-	-	-
CZ	institution	institution.RCTK.428	RČTK	The Czech News Agency Council	1993-01-01	-	-	-	-
CZ	institution	institution.UOHS.843	ÚOHS	The Office for the Protection of Competition	1993-01-01	-	-	-	-
CZ	institution	institution.NKU.422	NKÚ	The Supreme Audit Office of the Czech Republic	1993-07-01	-	-	-	-
CZ	institution	institution.VFDM.429	VFDM	Výbor Fondu dětí a mládeže	1994-01-01	2000-12-01	-	-	-
CZ	institution	institution.RRTV.426	RRTV	The Council for Radio and Television Broadcasting	1994-07-09	-	-	-	-
CZ	institution	institution.UVOP.423	ÚVOP	The Office of the Public Defender of Rights (Ombudsman) of the Czech Republic	2000-02-28	-	-	-	-
CZ	institution	institution.RUSTR.1113	RUSTR	Rada Ústavu pro studium totalitních režimů	2007-08-01	-	-	-	-
CZ	internationalOrganisation	internationalOrganisation.CPSOBSE.1278	CPSOBSE	Hlavní výbor pro demokracii, lidská práva a humanitární otázky PS OBSE	1993-01-01	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.A	A	the Republic of Austria	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ASEAN	PYA	ASEAN	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CN	CN	China	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.IL	ISR	State of Israel	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.PL	PL	Poland	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SK	SK	Slovakia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CU	CU	the Republic of Cuba	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.LAT.941	LAT	Countries of Latin America	1999-02-05	2002-06-20	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.REK	GR	Greece	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.RU	RU	Russian Federation	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SRN	PDE	Germany	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.UA	UA	Ukraine	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BG	BG	Bulgaria	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.BNL	BENELUX	Benelux	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.KW	KW	Kuwait	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.LT	LT	the Republic of Lithuania	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.NOR.185	NOR	Norway	1999-02-09	2002-06-20	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.EE	EE	the Republic of Estonia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.GBR	GBR	Great Britain	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.MONG	MN	Mongolia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.PT	PT	Portugal	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.RO	RO	Romania	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SVED.193	ŠVÉD	Sweden	1999-02-10	2002-06-20	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CH	CH	Switzerland	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.FR	FR	the French Republic	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.KYPR	CY	Republic of Cyprus	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.USAI	USA	USA	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.JP	JP	Japan	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.ESP.204	ESP	Spain	1999-04-01	2002-06-20	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.IE	IE	Ireland	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.IT	IT	the Italian Republic	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.LOTYS	LV	the Republic of Latvia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.TUN	TN	Tunisia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.FIN.207	FIN	Finland	1999-05-12	2002-06-20	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.HR	HRV	Republic of Croatia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.KR	KR	the Republic of Korea	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SI	SVN	Republic of Slovenia	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.CA	CA	Canada	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.TR	TR	Republic of Turkey	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.A-NZ	PAUNZ	Australia and New Zeland	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.IN	IN	India	-	-	-	-	-
CZ	interparliamentaryFriendshipGroup	interparliamentaryFriendshipGroup.SUBSAA.214	SUBSAA	Sub-Saharan Africa	1999-05-19	2002-06-20	-	-	-
